uid, start, end, summary, description, location
CSVConvert3a56f5cd5f30295e2893225c83b8d45a,"12 August 2012 02:00:00 AM -0500","12 August 2012 12:00:00 PM -0500","Modern Pentathlon: WOMEN - fencing (Handball Arena); swimming (Aquatics Centre); riding, combined event, victory ceremony (Greenwich Park)","","Various London venues"
CSVConvert76b2ac54ffb4699aaecd5bc0982af114,"11 August 2012 09:10:00 AM -0500","11 August 2012 01:10:00 PM -0500","Modern Pentathlon: MEN - riding, combined event, victory ceremony (Greenwich Park)","","Various London venues"
CSVConvertf096c253fbf0eb35f846058eef0f455a,"11 August 2012 03:00:00 AM -0500","11 August 2012 01:10:00 PM -0500","Modern Pentathlon: MEN -  fencing (Handball Arena); swimming (Aquatics Centre); riding, combined event, victory ceremony (Greenwich Park)","","Various London venues"
CSVConvertaba7337cdcb815e670c367d412364748,"10 August 2012 09:30:00 AM -0500","10 August 2012 11:30:00 AM -0500","Hockey: WOMEN -Bronze medal match","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert3a6b7b9831d91dd44888fc889b4f8b54,"10 August 2012 02:00:00 PM -0500","10 August 2012 04:30:00 PM -0500","Hockey: WOMEN - Gold medal match, victory ceremony","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertbbf0d3e4285a18f721610649e29ef6b1,"11 August 2012 02:30:00 AM -0500","11 August 2012 07:30:00 AM -0500","Hockey: MEN - Classifications (5th-6th & 11th-12th places)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert5b69886672894a5d39ef7658e2ec03f5,"11 August 2012 09:30:00 AM -0500","11 August 2012 11:30:00 AM -0500","Hockey: MEN - Bronze medal match","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertcd03e45aa8e3f6e332e2ca85c4a8fb3f,"11 August 2012 02:00:00 PM -0500","11 August 2012 04:30:00 PM -0500","Hockey: MEN -  Gold medal match, victory ceremony","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert9b1d449998382f465c4003246b8c0c4e,"11 August 2012 02:30:00 PM -0500","11 August 2012 05:00:00 PM -0500","Handball: Women's gold medal match","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert22f405df537758021e52c7291739fb29,"11 August 2012 11:00:00 AM -0500","11 August 2012 01:00:00 PM -0500","Handball: Women's bronze medal match","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertb0c98770cc9f888fd5e7492430d75dd2,"10 August 2012 02:30:00 PM -0500","10 August 2012 04:30:00 PM -0500","Handball: Men's Semi-final","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert5829d170ee1bccbbf2ee7f701fd735a0,"10 August 2012 11:00:00 AM -0500","10 August 2012 01:00:00 PM -0500","Handball: Men's Semi-final","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert928270c50a5d1e5ec01dff20238163dd,"12 August 2012 09:00:00 AM -0500","12 August 2012 11:30:00 AM -0500","Handball: Men's gold medal match","","Basketball Arena, Olympic Park, Stratford, London"
CSVConverte150f4d70b91ddb94c3c6e4f52ca9b2d,"12 August 2012 05:00:00 AM -0500","12 August 2012 07:00:00 AM -0500","Handball: Men's bronze medal match","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert96a61d98221b75a305cf9d08dddd1857,"12 August 2012 07:30:00 AM -0500","12 August 2012 09:10:00 AM -0500","Gymnastics (Rhythmic): WOMEN -Group All-Around: final, victory ceremony","","North Greenwich Arena, London"
CSVConvert2817d68d63c6a4c3bf5c060970a290ce,"11 August 2012 07:30:00 AM -0500","11 August 2012 10:05:00 AM -0500","Gymnastics (Rhythmic): WOMEN - Individual All-Around: final, victory ceremony","","North Greenwich Arena, London"
CSVConvert0c478ddb790c1cd1306d0345a00632b8,"11 August 2012 09:00:00 AM -0500","11 August 2012 11:30:00 AM -0500","Football: MEN - Gold medal match, victory ceremony","","Wembley Stadium, London"
CSVConverte646e00e867aedc902622768d81ad658,"10 August 2012 01:45:00 PM -0500","10 August 2012 03:45:00 PM -0500","Football: MEN - Bronze medal match","","Millennium Stadium, Cardiff"
CSVConvert8d93028eb90a6b9a8e8257bced94a49c,"11 August 2012 04:00:00 AM -0500","11 August 2012 05:50:00 AM -0500","Diving: MEN - 10m Platform: semi-final","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertc3277c80dfa85c14af4e8dd94d20e724,"10 August 2012 01:00:00 PM -0500","10 August 2012 04:45:00 PM -0500","Diving: MEN - 10m Platform: preliminaries","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertd4b3ffa62ce0df1e1b8ccfad7a1f8f9a,"11 August 2012 02:30:00 PM -0500","11 August 2012 04:10:00 PM -0500","Diving: MEN - 10m Platform: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertbefbfd88697a2d6b79ec974e7b33fde7,"10 August 2012 09:00:00 AM -0500","10 August 2012 11:20:00 AM -0500","Cycling - BMX: MEN+WOMEN: Semi-finals, final, victory ceremony","","BMX circuit, Olympic Park, Stratford, London"
CSVConvertea06c1485447493d98552291ddb371de,"11 August 2012 06:30:00 AM -0500","11 August 2012 08:30:00 AM -0500","Cycling (Mountain Bike): WOMEN - Cross-Country: race, victory ceremony","","Hadleigh Farm, Essex"
CSVConvert49b380d821efc8c13ea32a98f229eb55,"12 August 2012 07:30:00 AM -0500","12 August 2012 09:30:00 AM -0500","Cycling (Mountain Bike): MEN - Cross-Country: race, victory ceremony","","Hadleigh Farm, Essex"
CSVConvert20eda8ed264adf5dd349eaf802a02add,"12 August 2012 01:30:00 PM -0500","12 August 2012 04:30:00 PM -0500","Closing ceremony","","Olympic Stadium, Stratford, London"
CSVConvertfb7b6a8bbe733ab4e7523266e000854a,"11 August 2012 03:30:00 AM -0500","11 August 2012 05:20:00 AM -0500","Canoe Sprint: MEN - Canoe Single (C1) 200m: final, victory ceremony. Kayak Single (K1) 200m: final, victory ceremony. Kayak Double (K2) 200m: final, victory ceremony. WOMEN - Kayak Single (K1) 200m: final, victory ceremony","","Eton Dorney, Buckinghamshire"
CSVConvert3d433f69b4d5c0fbbcdd6d4aedd19138,"10 August 2012 07:30:00 AM -0500","10 August 2012 10:00:00 AM -0500","Boxing: MEN - Light Fly Weight (49kg): semi-finals. Bantam Weight (56kg): semi-finals. Light Welter Weight (64kg): semi-finals. Middle Weight(75kg): semi-finals. Heavy Weight (91kg): semi-finals","","ExCel, Docklands, London"
CSVConvertd4028d739f402da881e8b19df5f84396,"11 August 2012 02:30:00 PM -0500","11 August 2012 05:00:00 PM -0500","Boxing: MEN - Light Fly Weight (49kg): final, victory ceremony. Bantam Weight (56kg): final, victory ceremony. Light Welter Weight (64kg): final, victory ceremony. Middle Weight (75kg): final, victory ceremony. Heavy Weight (91kg): final, victory ceremony","","ExCel, Docklands, London"
CSVConvert3fb725ed114f00e28feca23373fc7ba6,"10 August 2012 02:30:00 PM -0500","10 August 2012 05:00:00 PM -0500","Boxing: MEN - Fly Weight (52kg): semi-finals. Light Weight (60kg):semi-finals. Welter Weight (69kg): semi-finals. Light Heavy Weight (81kg):semi-finals. Super Heavy Weight (+91kg): semi-finals.","","ExCel, Docklands, London"
CSVConvert02548ca84b122b184cbba54a76e03be8,"12 August 2012 07:30:00 AM -0500","12 August 2012 10:00:00 AM -0500","Boxing: MEN - Fly Weight (52kg): final, victory ceremony. Light Weight (60kg): final, victory ceremony. Welter Weight (69kg): final, victory ceremony. Light Heavy Weight (81kg): final, victory ceremony. Super Heavy Weight (+91kg): final, victory ceremony","","ExCel, Docklands, London"
CSVConvertb8432f5a8d109075ec411f41ddead9f9,"11 August 2012 03:00:00 PM -0500","11 August 2012 05:30:00 PM -0500","Basketball: WOMEN - Gold medal game, victory ceremony","","North Greenwich Arena, London"
CSVConvert2d3ce4c03a2eff9ca977f7f7b85507a1,"11 August 2012 11:00:00 AM -0500","11 August 2012 01:00:00 PM -0500","Basketball: WOMEN - Bronze medal game","","North Greenwich Arena, London"
CSVConvertd41c4f01ecdb747b66871ec7ba4c17b1,"10 August 2012 11:00:00 AM -0500","10 August 2012 01:00:00 PM -0500","Basketball: MEN - Semi-final","","North Greenwich Arena, London"
CSVConvert1ad04e98b91d8e8229a625c8a05653ac,"10 August 2012 03:00:00 PM -0500","10 August 2012 05:00:00 PM -0500","Basketball: MEN - Semi-final","","North Greenwich Arena, London"
CSVConvert9f26b226b054f9567d970e705929c21c,"12 August 2012 09:00:00 AM -0500","12 August 2012 11:30:00 AM -0500","Basketball: MEN - Gold medal game, victory ceremony","","North Greenwich Arena, London"
CSVConvert9a778e04cfb9e47b2e50dd54f5688248,"12 August 2012 05:00:00 AM -0500","12 August 2012 07:00:00 AM -0500","Basketball: MEN - Bronze medal game","","North Greenwich Arena, London"
CSVConvertbbd8ec05947f00a1c2a1016c9a077936,"11 August 2012 11:00:00 AM -0500","11 August 2012 12:45:00 PM -0500","Athletics: WOMEN - 20km Race Walk","","The Mall, London"
CSVConvert49e4697f6f4e1512a8c97c64add30cb0,"12 August 2012 05:00:00 AM -0500","12 August 2012 07:40:00 AM -0500","Athletics: Men's Marathon","","The Mall, London"
CSVConvert3da42a283006a99f8658fdb485f2a346,"11 August 2012 03:00:00 AM -0500","11 August 2012 07:20:00 AM -0500","Athletics: MEN - 50km Race Walk","","The Mall, London"
CSVConvert18f7e57354dcd485516e6424eef2ebc9,"11 August 2012 12:45:00 PM -0500","11 August 2012 03:30:00 PM -0500","Athletics: MEN - 5000m: final, victory ceremony. 4 x 100m Relay: final, victory ceremony. 4 x 400m Relay: victory ceremony. Pole Vault: victory ceremony. Javelin: final, victory ceremony. 50km Race Walk: victory ceremony. WOMEN - 800m: final, victory ceremony. 4 x 400m Relay: final, victory ceremony. High Jump: final, victory ceremony. Hammer: victory ceremony. 20km Race Walk: victory ceremony.","","Olympic Stadium, Stratford, London"
CSVConverta08b67e9a1fa66346b03b7987ca68439,"10 August 2012 01:00:00 PM -0500","10 August 2012 03:40:00 PM -0500","Athletics: MEN - 4 x 100m Relay: round 1.  4 x 400m Relay: final. Pole Vault: final.  Decathlon: victory ceremony. WOMEN - 1500m: final.  5000m: final, victory ceremony. 4 x 100m Relay: final, victory ceremony. 4 x400m Relay: round 1. Hammer: final, victory ceremony. Javelin: victory ceremony.","","Olympic Stadium, Stratford, London"
