uid, start, end, summary, description, location
CSVConvert0632db592941266064fd76e4feabf228,"03 August 2012 04:00:00 AM -0500","03 August 2012 06:50:00 AM -0500","Swimming: MEN - 1500m Freestyle: heats  4 x 100m. Medley Relay: heats. WOMEN - 50m Freestyle: heats  4 x 100m. Medley Relay: heats","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConverte3c14ab8c368cb18ce14d4fed98f5fc8,"01 August 2012 03:00:00 AM -0500","01 August 2012 10:15:00 AM -0500","Shooting: WOMEN - 25m Pistol: qualification, final, victory ceremony","","The Royal Artillery Barracks, Woolwich, London"
CSVConvert9cdc1324891a7f6824e87c23f37c63ed,"03 August 2012 03:00:00 AM -0500","03 August 2012 10:30:00 AM -0500","Shooting: MEN - 25m Rapid Fire Pistol: qualification (stage 2), final, victory ceremony. 50m Rifle Prone: qualification, final, victory ceremony","","The Royal Artillery Barracks, Woolwich, London"
CSVConvert87cab476242047812f2f9d1ec606af7e,"02 August 2012 03:00:00 AM -0500","02 August 2012 10:15:00 AM -0500","Shooting: MEN - 25m Rapid Fire Pistol: qualification (stage 1). Double Trap: qualification, final, victory ceremoy","","The Royal Artillery Barracks, Woolwich, London"
CSVConvert16dde4111302b4fa7556c88cc55bb7eb,"03 August 2012 06:00:00 AM -0500","03 August 2012 12:00:00 PM -0500","Sailing: MEN- 49er, 470, Finn, Laser, Star. WOMEN - 470, Laser Radial","","Weymouth and Portland, Dorset"
CSVConvertfe46cdb8b5707b6716bda09caa40a58d,"01 August 2012 06:00:00 AM -0500","01 August 2012 12:00:00 PM -0500","Sailing: MEN - 49er, Laser, RS:X. WOMEN - Elliott 6m, Laser Radial, RS:X","","Weymouth and Portland, Dorset"
CSVConvertf7b6e38a441f70ea6b084bd60454482f,"02 August 2012 06:00:00 AM -0500","02 August 2012 12:00:00 PM -0500","Sailing: MEN - 49er, 470, Finn, Star. WOMEN - 470, Elliott 6m","","Weymouth and Portland, Dorset"
CSVConvert88a012fa24bf5c68106be3c02b41ee56,"02 August 2012 03:30:00 AM -0500","02 August 2012 06:50:00 AM -0500","Rowing: MEN- Fours: semi-finals. Lightweight Fours: classification, final, victory ceremony. Double Sculls: classification, final, victory ceremony. Lightweight Double Sculls: semi-finals. WOMEN - Eights: final,victory ceremony. Single Sculls: classifications, semi-finals. Lightweight Double Sculls: semi-finals","","Eton Dorney, Buckinghamshire"
CSVConvertcf9eee28135ee36af764828601a94de2,"01 August 2012 03:30:00 AM -0500","01 August 2012 06:50:00 AM -0500","Rowing: MEN - Pairs: semi-finals. Eights: classification, final,victory ceremony. Single Sculls: classifications, semi-finals. Lightweight Double Sculls: classifications. Quadruple Sculls: semi-finals. WOMEN - Pairs: classification, final, victory ceremony. Quadruple Sculls: classification, final, victory ceremony","","Eton Dorney, Buckinghamshire"
CSVConvert48b12ac5bce4ee8a9aff2de418c67a13,"03 August 2012 03:30:00 AM -0500","03 August 2012 06:50:00 AM -0500","Rowing: MEN - Pairs: classification, final, victory ceremony. Single Sculls: classifications, final, victory ceremony. Quadruple Sculls: classification, final, victory ceremony. WOMEN - Double Sculls: classification, final, victory ceremony","","Eton Dorney, Buckinghamshire"
CSVConvertba6062e3774b0809a8982f89d880357c,"01 August 2012 08:00:00 AM -0500","01 August 2012 10:30:00 AM -0500","Judo: MEN -90kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony. WOMEN -70kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvertea19bbde2d786f5c0c2fabc561bbec38,"01 August 2012 03:30:00 AM -0500","01 August 2012 04:30:00 AM -0500","Judo: MEN -90kg: elimination rounds, quarter-finals. WOMEN -70kg:elimination rounds, quarter-finals","","ExCel, Docklands, London"
CSVConvert1c1f6d0e078e1e9997fc05b0a5fefd87,"02 August 2012 08:00:00 AM -0500","02 August 2012 10:30:00 AM -0500","Judo: MEN -100kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony. WOMEN -78kg: repechages,semi-final contests, bronze medal contests, gold medal contest, victoryceremony","","ExCel, Docklands, London"
CSVConvertb7a4ba0c3962af836dd92e6ace043a67,"02 August 2012 03:30:00 AM -0500","02 August 2012 04:30:00 AM -0500","Judo: MEN -100kg: elimination rounds, quarter-finals. WOMEN -78kg: elimination rounds, quarter-finals","","ExCel, Docklands, London"
CSVConverte6f0228651207d890acc0c8fb5500621,"03 August 2012 08:00:00 AM -0500","03 August 2012 10:30:00 AM -0500","Judo: MEN +100kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony. WOMEN +78kg: repechages,semi-final contests, bronze medal contests, gold medal contest, victoryceremony","","ExCel, Docklands, London"
CSVConvert7c975651ddd6369e7c92ba20d52da4b7,"03 August 2012 03:30:00 AM -0500","03 August 2012 04:30:00 AM -0500","Judo: MEN +100kg: elimination rounds, quarter-finals. WOMEN +78kg: elimination rounds, quarter-finals","","ExCel, Docklands, London"
CSVConvert8bf355152d78307d23040138b83e39a6,"02 August 2012 01:00:00 PM -0500","02 August 2012 04:45:00 PM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert78227d0794eff6c74c8e6fc7c14dcd68,"02 August 2012 02:30:00 AM -0500","02 August 2012 06:15:00 AM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert1173f329fdebec67ecdffe701ab7dc64,"02 August 2012 07:45:00 AM -0500","02 August 2012 11:30:00 AM -0500","Hockey: WOMEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertfd9d09131b7fe108603bd2153805c2c7,"01 August 2012 02:30:00 AM -0500","01 August 2012 06:15:00 AM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertea61dc9751f2fbba7ec36af56c3fc67a,"03 August 2012 02:30:00 AM -0500","03 August 2012 06:15:00 AM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert671138795cb0b3ac0c0c6faa8e7b436d,"03 August 2012 07:45:00 AM -0500","03 August 2012 11:30:00 AM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert255a5a10041d2c1510139b8a75a3abc9,"01 August 2012 01:00:00 PM -0500","01 August 2012 04:45:00 PM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvert122e0f781ca09bc1b478aa9e78b5afa1,"01 August 2012 07:45:00 AM -0500","01 August 2012 11:30:00 AM -0500","Hockey: MEN - Preliminaries (2 matches)","","Hockey Centre, Olympic Park, Stratford, London"
CSVConvertc1860dafc508fc05ff91992f3be1b16a,"01 August 2012 03:30:00 AM -0500","01 August 2012 06:45:00 AM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert6e5828099b3bf442250b91092f5d2306,"01 August 2012 01:30:00 PM -0500","01 August 2012 04:45:00 PM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert247ae228be9c1bef2212a8263af33ca4,"01 August 2012 08:30:00 AM -0500","01 August 2012 11:45:00 AM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert1fb0926ae8461763483b78f9554a8e92,"03 August 2012 03:30:00 AM -0500","03 August 2012 06:45:00 AM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert079aefc31c2f8b0375b1d7131587151f,"03 August 2012 08:30:00 AM -0500","03 August 2012 11:45:00 AM -0500","Handball: Women's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertc63e62f97fcb16eadc1a9345043c6b65,"02 August 2012 08:30:00 AM -0500","02 August 2012 11:45:00 AM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvertbac3e413983f7533e897c3375a6d36d1,"02 August 2012 01:30:00 PM -0500","02 August 2012 04:45:00 PM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert090f1432d55b684edeeabc7535b0cd8f,"02 August 2012 03:30:00 AM -0500","02 August 2012 06:45:00 AM -0500","Handball: Men's preliminaries (2 matches)","","Handball Arena, Olympic Park, Stratford, London"
CSVConvert7edbb98b12f980fb866bdd8cd68711d2,"02 August 2012 10:30:00 AM -0500","02 August 2012 12:30:00 PM -0500","Gymnastics (Artistic): WOMEN - Individual All-Around: final, victory ceremony","","North Greenwich Arena, London"
CSVConvertc2e821ad6367fbd9fe0297ac5bf4af71,"01 August 2012 10:30:00 AM -0500","01 August 2012 01:35:00 PM -0500","Gymnastics (Artistic): MEN - Individual All-Around: final, victory ceremony","","North Greenwich Arena, London"
CSVConvert18451d54e52137a85a70164d2a6861c8,"03 August 2012 08:00:00 AM -0500","03 August 2012 10:15:00 AM -0500","Gymnastics  (Trampoline): MEN - Qualification, final, victory ceremony","","North Greenwich Arena, London"
CSVConverte274163271aefd31e397613f27735398,"03 August 2012 08:30:00 AM -0500","03 August 2012 10:30:00 AM -0500","Football: WOMEN -  Quarter-final","","St James' Park, Newcastle"
CSVConvert6e444b9cdf2ed265e96866ed0e471d1f,"03 August 2012 06:00:00 AM -0500","03 August 2012 08:00:00 AM -0500","Football: WOMEN -  Quarter-final","","Hampden Park, Glasgow"
CSVConvertd8a25ecf23325db98ec8f8dd601c8972,"01 August 2012 11:00:00 AM -0500","01 August 2012 03:45:00 PM -0500","Football: MEN - Preliminaries  (2 matches)","","Millennium Stadium, Cardiff"
CSVConvert65e6fc73255e9b37b264e6b5fd402d3d,"01 August 2012 11:00:00 AM -0500","01 August 2012 03:45:00 PM -0500","Football: MEN - Preliminaries  (2 matches)","","City of Coventry Stadium, Coventry"
CSVConvertfa93b659172074fc4b782e8ce01dacd1,"01 August 2012 08:30:00 AM -0500","01 August 2012 10:30:00 AM -0500","Football: MEN - Preliminaries  (1 match)","","Hampden Park, Glasgow"
CSVConvertab0548427f8aae2c727598981de5a68c,"01 August 2012 08:30:00 AM -0500","01 August 2012 10:30:00 AM -0500","Football: MEN - Preliminaries  (1 match)","","St James' Park, Newcastle"
CSVConvert87925ea48d508576b9e0b4b366bc207a,"01 August 2012 11:00:00 AM -0500","01 August 2012 01:00:00 PM -0500","Football: MEN - Preliminaries  (1 match)","","Wembley Stadium, London"
CSVConvert08d0518d6dc0111998aa49a0c170c5a0,"01 August 2012 11:00:00 AM -0500","01 August 2012 01:00:00 PM -0500","Football: MEN - Preliminaries  (1 match)","","Old Trafford, Manchester"
CSVConvertb56c6051839c9a00697c153c902c322d,"02 August 2012 03:00:00 AM -0500","02 August 2012 10:30:00 AM -0500","Fencing: WOMEN- Team Foil: round of 16, quarter-finals, classifications (5th-8th places), semi-finals","","ExCel, Docklands, London"
CSVConvert619b74a2b35467e8dcc0c1d81e4faf28,"02 August 2012 12:00:00 PM -0500","02 August 2012 02:50:00 PM -0500","Fencing: WOMEN -Team Foil: bronze medal match, gold medal match,victory ceremony","","ExCel, Docklands, London"
CSVConvert77404b85f5e4b0f1b947778e32af584d,"03 August 2012 04:30:00 AM -0500","03 August 2012 09:30:00 AM -0500","Fencing: MEN - Team Sabre: round of 16, quarter-finals, classifications (5th-8th places), semi-finals","","ExCel, Docklands, London"
CSVConvertd2244c1b6e06734523fadf7c34160046,"01 August 2012 11:30:00 AM -0500","01 August 2012 03:20:00 PM -0500","Fencing: MEN - Individual Epee: semi-finals, bronze medal match,gold medal match, victory ceremony. WOMEN - Individual Sabre: semi-finals, bronze medal match, gold medal match, victory ceremony","","ExCel, Docklands, London"
CSVConvert52a0b199762946edd7e14c0885f7901c,"01 August 2012 03:00:00 AM -0500","01 August 2012 04:00:00 AM -0500","Fencing: MEN - Individual Epee: round of 32, round of 16, quarter-finals. WOMEN - Individual Sabre: round of 32, round of 16, quarter-finals","","ExCel, Docklands, London"
CSVConvert0a035d79dde71bff0c7a8a8fd1513426,"03 August 2012 05:00:00 AM -0500","03 August 2012 09:30:00 AM -0500","Equestrian - Dressage: MEN + WOMEN - Team Dressage: day 2","","Greenwich Park, London"
CSVConvert74ed3bf9a109935f4a82c6fa90bbd1ef,"02 August 2012 05:00:00 AM -0500","02 August 2012 09:30:00 AM -0500","Equestrian - Dressage: MEN + WOMEN - Team Dressage: day 1","","Greenwich Park, London"
CSVConvertf284b58ed01601cfb69d0b2a851977dd,"03 August 2012 08:30:00 AM -0500","03 August 2012 11:30:00 AM -0500","Diving: WOMEN -  3m Springboard: preliminaries","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert6d9a6515604d694ad98c21cbb51a7199,"01 August 2012 09:00:00 AM -0500","01 August 2012 10:15:00 AM -0500","Diving: MEN - Synchronised 3m Springboard: final, victory ceremony","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertaaec1a1e786b214610c874e5e2f8cb05,"01 August 2012 04:00:00 AM -0500","01 August 2012 05:30:00 AM -0500","Cycling - Road:  WOMEN - Individual Time Trial, victory ceremony","","The Mall, London"
CSVConvert5f88185e28d60558509ad689ee79819e,"01 August 2012 07:00:00 AM -0500","01 August 2012 10:15:00 AM -0500","Cycling - Road:  MEN - Individual Time Trial, victory ceremony","","The Mall, London"
CSVConvert27f6672cd6282506e39994f2180377c1,"02 August 2012 10:00:00 AM -0500","02 August 2012 12:30:00 PM -0500","Cycling (Track): MEN - Team Pursuit: qualifying. Team Sprint: qualifying, semi-finals, finals, victory ceremony. WOMEN - Team Sprint: qualifying, semi-finals, finals, victory ceremony","","Velodrome, Olympic Park, Stratford, London"
CSVConvert7baad07a9e21286c394f5f4507ace4b2,"01 August 2012 07:30:00 AM -0500","01 August 2012 10:05:00 AM -0500","Canoe Slalom: MEN - Kayak (K1): semi-final, final, victory ceremony","","Lee Valley White Water Centre, Hertfordshire"
CSVConvert9fbcc5dd23e422870f468edadf5be021,"02 August 2012 07:30:00 AM -0500","02 August 2012 11:00:00 AM -0500","Canoe Slalom: MEN - Canoe Double (C2): semi-final, final, victory ceremony. WOMEN - Kayak (K1): semi-final, final, victory ceremony","","Lee Valley White Water Centre, Hertfordshire"
CSVConvertf15505e6622f668b189ac78257356006,"02 August 2012 07:30:00 AM -0500","02 August 2012 09:30:00 AM -0500","Boxing: MEN - Light Weight (60kg): round of 16. Middle Weight (75kg): round of 16","","ExCel, Docklands, London"
CSVConverte36e7137e6de82a114ccc72d32dd3cd9,"02 August 2012 02:30:00 PM -0500","02 August 2012 04:30:00 PM -0500","Boxing: MEN - Light Weight (60kg): round of 16. Middle Weight (75kg): round of 16","","ExCel, Docklands, London"
CSVConvert6f17d012a0b36e2a2fa7215989408021,"31 July 2012 02:30:00 PM -0500","31 July 2012 05:15:00 PM -0500","Boxing: MEN - Light Fly Weight (49kg): round of 32. Light Welter Weight (64kg): round of 32","","ExCel, Docklands, London"
CSVConvert0955844e4771d5307de2d4fa66f4289c,"03 August 2012 07:30:00 AM -0500","03 August 2012 09:30:00 AM -0500","Boxing: MEN - Fly Weight (52kg): round of 16. Welter Weight (69kg): round of 16","","ExCel, Docklands, London"
CSVConvertbb2aa05fbb80af27987ffdb8bfdb361e,"01 August 2012 07:30:00 AM -0500","01 August 2012 10:30:00 AM -0500","Boxing: MEN - Bantam Weight (56kg): round of 16. Heavy Weight (91kg): round of 16. Super Heavy Weight (+91kg): round of 16","","ExCel, Docklands, London"
CSVConvert1d997bbcfe26677a25355d15fa3239ee,"01 August 2012 02:30:00 PM -0500","01 August 2012 05:30:00 PM -0500","Boxing: MEN - Bantam Weight (56kg): round of 16. Heavy Weight (91kg): round of 16. Super Heavy Weight (+91kg): round of 16","","ExCel, Docklands, London"
CSVConvertbcbb15d2d611ae058c924f711988118c,"03 August 2012 07:00:00 AM -0500","03 August 2012 08:50:00 AM -0500","Beach Volleyball: MEN+WOMEN - Round of 16 (1 match per gender)","","Horse Guards Parade, London"
CSVConvert95531e552e5c31da768d4926fcca3e96,"03 August 2012 03:00:00 AM -0500","03 August 2012 04:50:00 AM -0500","Beach Volleyball: MEN+WOMEN - Round of 16 (1 match per gender)","","Horse Guards Parade, London"
CSVConvertc2837e6d06db37a7b9aa8be8d293af85,"02 August 2012 08:30:00 AM -0500","02 August 2012 12:20:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvertb87d206ad0edf7122cc06745dfa39c1c,"02 August 2012 03:00:00 AM -0500","02 August 2012 06:50:00 AM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert159d199ee85068d0b91a286ab6cb841e,"01 August 2012 08:30:00 AM -0500","01 August 2012 12:20:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert15899e6014e4bc2cdf83f5fb3ab9e298,"31 July 2012 02:00:00 PM -0500","31 July 2012 05:50:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert13b9e7b9d81cda965db02746621f239f,"01 August 2012 02:00:00 PM -0500","01 August 2012 05:50:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert0d98f882aa3b082c8a352979d444f632,"01 August 2012 03:00:00 AM -0500","01 August 2012 06:50:00 AM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (4 matches)","","Horse Guards Parade, London"
CSVConvert9e8a349cfd20d99b93ccef6a8b228d81,"02 August 2012 02:00:00 PM -0500","02 August 2012 05:50:00 PM -0500","Beach Volleyball: MEN+WOMEN - Preliminaries (2 matches), lucky loser round (4 matches)","","Horse Guards Parade, London"
CSVConverte510c88adddcc968b0bc17946c131f60,"03 August 2012 03:00:00 AM -0500","03 August 2012 07:00:00 AM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert9bc1ffe07303c67cba2b30465b8e9386,"03 August 2012 08:30:00 AM -0500","03 August 2012 12:30:00 PM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConverte736b0fd7c61fff434bdb1070acb7869,"01 August 2012 02:00:00 PM -0500","01 August 2012 03:00:00 PM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert2e28d4e0b6529ce1755e2dc722b52f2c,"01 August 2012 03:00:00 AM -0500","01 August 2012 07:00:00 AM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert28f11df1ef7234811982dd23cc67bd6d,"01 August 2012 08:30:00 AM -0500","01 August 2012 12:30:00 PM -0500","Basketball: WOMEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertf7dc4d0b569230e7aa06958196e381e7,"02 August 2012 08:30:00 AM -0500","02 August 2012 12:30:00 PM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvertba339add4c1df656439a48e3fd16fa0c,"02 August 2012 03:00:00 AM -0500","02 August 2012 07:00:00 AM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert15494d66d4913735df1a14b8a452e617,"02 August 2012 02:00:00 PM -0500","02 August 2012 03:00:00 PM -0500","Basketball: MEN - Preliminaries (2 games)","","Basketball Arena, Olympic Park, Stratford, London"
CSVConvert9a4204a0caacb670870df5e0cdc2486a,"03 August 2012 03:00:00 AM -0500","03 August 2012 06:00:00 AM -0500","Badminton: WOMEN - Singles: semi-finals. Mixed Doubles: bronze medal match","","Wembley Arena, London"
CSVConvertb19101e5644d1b5d11ccd6a4cf200e12,"02 August 2012 06:30:00 AM -0500","02 August 2012 09:30:00 AM -0500","Badminton: WOMEN - Singles: quarter-finals. Mixed Doubles: semi-finals","","Wembley Arena, London"
CSVConvert3eed61ac94d6cc45bc36230923f0182a,"02 August 2012 11:00:00 AM -0500","02 August 2012 02:00:00 PM -0500","Badminton: MEN- Singles: quarter-finals. WOMEN - Doubles: semi-finals","","Wembley Arena, London"
CSVConvert2d00d842986a9e8477a96d80b3347dd7,"01 August 2012 11:00:00 AM -0500","01 August 2012 03:00:00 PM -0500","Badminton: MEN+WOMEN - Singles: round of 16. WOMEN - Doubles: quarter-finals","","Wembley Arena, London"
CSVConvert3f34e293abe16b6f9e9a4521e5e5892e,"01 August 2012 03:00:00 AM -0500","01 August 2012 04:00:00 AM -0500","Badminton: MEN+WOMEN -  Singles: round of 16. Mixed Doubles: quarter-finals","","Wembley Arena, London"
CSVConvert1e385c22b9960684fdc7bb86bd5d91d8,"01 August 2012 06:30:00 AM -0500","01 August 2012 09:30:00 AM -0500","Badminton: MEN+WOMEN -  Singles: round of 16. Mixed Doubles: quarter-finals","","Wembley Arena, London"
CSVConvertb02d4435c3707cec6a4e2d137101b229,"03 August 2012 07:30:00 AM -0500","03 August 2012 11:00:00 AM -0500","Badminton: MEN - Singles: semi-finals. Mixed Doubles: gold medal match, victory ceremony","","Wembley Arena, London"
CSVConvert28d9f6fe9a852140e51937cf30e41de4,"02 August 2012 03:00:00 AM -0500","02 August 2012 04:00:00 AM -0500","Badminton:  MEN - Doubles: quarter-finals","","Wembley Arena, London"
CSVConvert9c6004f6aa7cddff4ef206c8d6ae9458,"03 August 2012 04:00:00 AM -0500","03 August 2012 07:45:00 AM -0500","Athletics: MEN - 400m Hurdles: round 1.  3000m Steeplechase: round1. Hammer: qualifying.  Shot Put: qualifying. WOMEN -100m: classification heats.  400m: round 1. Triple Jump: qualifying. Heptathlon: 100m hurdles, high jump.","","Olympic Stadium, Stratford, London"
CSVConvertb3db53c242dd1e30333f30d4fa54370b,"02 August 2012 08:00:00 AM -0500","02 August 2012 10:20:00 AM -0500","Archery: WOMEN - Individual: quarter-finals, semi-finals, bronzemedal match, gold medal match, victory ceremony","","Lord's Cricket Ground, London"
CSVConvertfebc385feff0d8faf65f57118a6231c8,"02 August 2012 03:00:00 AM -0500","02 August 2012 04:45:00 AM -0500","Archery: WOMEN - Individual: 1/8 eliminations","","Lord's Cricket Ground, London"
CSVConverta4b8a507747b5f3e9a6d916c11cd48e6,"01 August 2012 09:00:00 AM -0500","01 August 2012 01:00:00 PM -0500","Archery: MEN+WOMEN - Individual: 1/32 & 1/16 eliminations Individual: 1/32 & 1/16 eliminations","","Lord's Cricket Ground, London"
CSVConvert03d22eebe290338336c4ed29200e4b6b,"01 August 2012 03:00:00 AM -0500","01 August 2012 07:00:00 AM -0500","Archery: MEN+WOMEN - Individual: 1/32 & 1/16 eliminations Individual: 1/32 & 1/16 eliminations","","Lord's Cricket Ground, London"
CSVConvert95430dc90d8f3a9a0a48ff5dea759732,"03 August 2012 08:00:00 AM -0500","03 August 2012 10:20:00 AM -0500","Archery: MEN - Individual: quarter-finals, semi-finals, bronze medal match, gold medal match, victory ceremony","","Lord's Cricket Ground, London"
CSVConvert2689c5df13463acf5fa8efee72736ed8,"03 August 2012 03:00:00 AM -0500","03 August 2012 04:45:00 AM -0500","Archery: MEN - Individual: 1/8 eliminations","","Lord's Cricket Ground, London"
CSVConvertd1c00ecf4c9647babe6069160bc4d139,"06 August 2012 07:00:00 AM -0500","06 August 2012 09:45:00 AM -0500","Wrestling (Greco-Roman): MEN - 66kg: qualifications, 1/8 finals,quarter-finals, semi-finals. 96kg: qualifications, 1/8 finals, quarter-finals, semi-finals","","ExCel, Docklands, London"
CSVConvert35ef5a75d8a01f8344e1f9bfb946ea88,"05 August 2012 07:00:00 AM -0500","05 August 2012 09:45:00 AM -0500","Wrestling (Greco-Roman): MEN - 60kg: qualifications, 1/8 finals,quarter-finals, semi-finals. 84kg: qualifications, 1/8 finals, quarter-finals, semi-finals. 120kg: qualifications, 1/8 finals, quarter-finals,semi-finals","","ExCel, Docklands, London"
CSVConvert6ed1961004b6d085be7c9d0bd8d92a4c,"05 August 2012 11:45:00 AM -0500","05 August 2012 02:15:00 PM -0500","Wrestling (Greco-Roman): MEN - 55kg: repechage rounds, bronze medal contests, gold medal contest, victory ceremony. 74kg: repechage rounds, bronze medal contests, gold medal contest, victory ceremony","","ExCel, Docklands, London"
CSVConvertc8b2cd7d151dd5c3ced317ddce591531,"05 August 2012 07:00:00 AM -0500","05 August 2012 09:45:00 AM -0500","Wrestling (Greco-Roman): MEN - 55kg: qualifications, 1/8 finals,quarter-finals, semi-finals. 74kg: qualifications, 1/8 finals, quarter-finals, semi-finals","","ExCel, Docklands, London"
CSVConvert4410e8816cc4b32155d8271b6b116763,"03 August 2012 09:30:00 AM -0500","03 August 2012 11:30:00 AM -0500","Weightlifting: WOMEN - 75kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConverta3ca31e57967adef546379f1c7fa094e,"05 August 2012 09:30:00 AM -0500","05 August 2012 11:30:00 AM -0500","Weightlifting: WOMEN +75kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert6fcca99a16eed0c01fe26f0bb81fbbad,"04 August 2012 09:30:00 AM -0500","04 August 2012 11:30:00 AM -0500","Weightlifting: MEN - 94kg: group B","","ExCel, Docklands, London"
CSVConvert634ef84bb4efd6152db4cf5c73976707,"04 August 2012 01:00:00 PM -0500","04 August 2012 03:00:00 PM -0500","Weightlifting: MEN - 94kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert973d64123d08b6cdf2bd6dec3bf8e0be,"03 August 2012 01:00:00 PM -0500","03 August 2012 03:00:00 PM -0500","Weightlifting: MEN - 85kg: group A, victory ceremony","","ExCel, Docklands, London"
CSVConvert64e9dee35171da65e6e62cb96f20d108,"05 August 2012 08:50:00 AM -0500","05 August 2012 11:30:00 AM -0500","Water Polo: WOMEN - Quarter-finals (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert0d275389e67972146e2b3f6852ac1309,"05 August 2012 01:00:00 PM -0500","05 August 2012 03:40:00 PM -0500","Water Polo: WOMEN - Quarter-finals (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConverta645a45e2253823ba7b61057231dfb3d,"03 August 2012 12:20:00 PM -0500","03 August 2012 03:00:00 PM -0500","Water Polo: WOMEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertccd6f395cffb78c8b531b4ddba008a25,"04 August 2012 08:10:00 AM -0500","04 August 2012 10:50:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert8e33df7f5f86ee1b6c79fe9d7d570077,"06 August 2012 04:00:00 AM -0500","06 August 2012 06:40:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert115e0ad2916291bdd8b4825273eeebd6,"04 August 2012 12:20:00 PM -0500","04 August 2012 03:00:00 PM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvert0c5b2b5deddc97f8269e262ac452b6fc,"04 August 2012 04:00:00 AM -0500","04 August 2012 06:40:00 AM -0500","Water Polo: MEN - Preliminaries (2 matches)","","Aquatics Centre, Olympic Park, Stratford, London"
CSVConvertee816e9c28b146c69494811fbc2be2b1,"05 August 2012 08:45:00 AM -0500","05 August 2012 12:15:00 PM -0500","Volleyball: Women's preliminaries (2 matches)","","Earls Court, London"
